ProductK;ProductAlternateKey;ProductSubcategory_Key;WeightUnitMeasureCode;SizeUnitMeasureCode;StandardCost;FinishedGoodsFlag;Color;SafetyStockLevel;ReorderPoint;ListPrice;Size;SizeRange;Weight;DaysToManufacture;ProductLine;DealerPrice;Class;Style;ModelName;LargePhoto;ProductName;Rating
324;BK-R50R-62;2;LB;CM;413,15;True;Red;100;75;699,1;62;60-62 CM;20;4;R;419,46;L;U;Road-650;Binary Data;Road-650 Red, 62;1
325;BK-R50R-62;2;LB;CM;486,71;True;Red;100;75;782,99;62;60-62 CM;20;4;R;469,79;L;U;Road-650;Binary Data;Road-650 Red, 62;1
326;BK-R50R-44;2;LB;CM;413,15;True;Red;100;75;699,1;44;42-46 CM;18,77;4;R;419,46;L;U;Road-650;Binary Data;Road-650 Red, 44;1
327;BK-R50R-44;2;LB;CM;486,71;True;Red;100;75;782,99;44;42-46 CM;18,77;4;R;469,79;L;U;Road-650;Binary Data;Road-650 Red, 44;1
328;BK-R50R-48;2;LB;CM;413,15;True;Red;100;75;699,1;48;48-52 CM;19,13;4;R;419,46;L;U;Road-650;Binary Data;Road-650 Red, 48;1
329;BK-R50R-48;2;LB;CM;486,71;True;Red;100;75;782,99;48;48-52 CM;19,13;4;R;469,79;L;U;Road-650;Binary Data;Road-650 Red, 48;1
330;BK-R50R-52;2;LB;CM;413,15;True;Red;100;75;699,1;52;48-52 CM;19,42;4;R;419,46;L;U;Road-650;Binary Data;Road-650 Red, 52;1
331;BK-R50R-52;2;LB;CM;486,71;True;Red;100;75;782,99;52;48-52 CM;19,42;4;R;469,79;L;U;Road-650;Binary Data;Road-650 Red, 52;1
332;BK-R50B-58;2;LB;CM;413,15;True;Black;100;75;699,1;58;54-58 CM;19,79;4;R;419,46;L;U;Road-650;Binary Data;Road-650 Black, 58;1
333;BK-R50B-58;2;LB;CM;486,71;True;Black;100;75;782,99;58;54-58 CM;19,79;4;R;469,79;L;U;Road-650;Binary Data;Road-650 Black, 58;1
334;BK-R50B-60;2;LB;CM;413,15;True;Black;100;75;699,1;60;60-62 CM;19,9;4;R;419,46;L;U;Road-650;Binary Data;Road-650 Black, 60;1
335;BK-R50B-60;2;LB;CM;486,71;True;Black;100;75;782,99;60;60-62 CM;19,9;4;R;469,79;L;U;Road-650;Binary Data;Road-650 Black, 60;1
336;BK-R50B-62;2;LB;CM;413,15;True;Black;100;75;699,1;62;60-62 CM;20;4;R;419,46;L;U;Road-650;Binary Data;Road-650 Black, 62;1
337;BK-R50B-62;2;LB;CM;486,71;True;Black;100;75;782,99;62;60-62 CM;20;4;R;469,79;L;U;Road-650;Binary Data;Road-650 Black, 62;1
338;BK-R50B-44;2;LB;CM;413,15;True;Black;100;75;699,1;44;42-46 CM;18,77;4;R;419,46;L;U;Road-650;Binary Data;Road-650 Black, 44;1
339;BK-R50B-44;2;LB;CM;486,71;True;Black;100;75;782,99;44;42-46 CM;18,77;4;R;469,79;L;U;Road-650;Binary Data;Road-650 Black, 44;1
340;BK-R50B-48;2;LB;CM;413,15;True;Black;100;75;699,1;48;48-52 CM;19,13;4;R;419,46;L;U;Road-650;Binary Data;Road-650 Black, 48;1
341;BK-R50B-48;2;LB;CM;486,71;True;Black;100;75;782,99;48;48-52 CM;19,13;4;R;469,79;L;U;Road-650;Binary Data;Road-650 Black, 48;1
342;BK-R50B-52;2;LB;CM;413,15;True;Black;100;75;699,1;52;48-52 CM;19,42;4;R;419,46;L;U;Road-650;Binary Data;Road-650 Black, 52;1
343;BK-R50B-52;2;LB;CM;486,71;True;Black;100;75;782,99;52;48-52 CM;19,42;4;R;469,79;L;U;Road-650;Binary Data;Road-650 Black, 52;1
368;BK-R89R-44;2;LB;CM;1518,79;True;Red;100;75;2443,35;44;42-46 CM;14,77;4;R;1466,01;H;U;Road-250;Binary Data;Road-250 Red, 44;1
369;BK-R89R-48;2;LB;CM;1518,79;True;Red;100;75;2443,35;48;48-52 CM;15,13;4;R;1466,01;H;U;Road-250;Binary Data;Road-250 Red, 48;1
370;BK-R89R-52;2;LB;CM;1518,79;True;Red;100;75;2443,35;52;48-52 CM;15,42;4;R;1466,01;H;U;Road-250;Binary Data;Road-250 Red, 52;1
371;BK-R89R-58;2;LB;CM;1320,68;True;Red;100;75;2181,56;58;54-58 CM;15,79;4;R;1308,94;H;U;Road-250;Binary Data;Road-250 Red, 58;2
372;BK-R89R-58;2;LB;CM;1554,95;True;Red;100;75;2443,35;58;54-58 CM;15,79;4;R;1466,01;H;U;Road-250;Binary Data;Road-250 Red, 58;2
373;BK-R89B-44;2;LB;CM;1320,68;True;Black;100;75;2181,56;44;42-46 CM;14,77;4;R;1308,94;H;U;Road-250;Binary Data;Road-250 Black, 44;2
374;BK-R89B-44;2;LB;CM;1554,95;True;Black;100;75;2443,35;44;42-46 CM;14,77;4;R;1466,01;H;U;Road-250;Binary Data;Road-250 Black, 44;2
375;BK-R89B-48;2;LB;CM;1320,68;True;Black;100;75;2181,56;48;48-52 CM;15,13;4;R;1308,94;H;U;Road-250;Binary Data;Road-250 Black, 48;2
376;BK-R89B-48;2;LB;CM;1554,95;True;Black;100;75;2443,35;48;48-52 CM;15,13;4;R;1466,01;H;U;Road-250;Binary Data;Road-250 Black, 48;2
377;BK-R89B-52;2;LB;CM;1320,68;True;Black;100;75;2181,56;52;48-52 CM;15,42;4;R;1308,94;H;U;Road-250;Binary Data;Road-250 Black, 52;2
378;BK-R89B-52;2;LB;CM;1554,95;True;Black;100;75;2443,35;52;48-52 CM;15,42;4;R;1466,01;H;U;Road-250;Binary Data;Road-250 Black, 52;2
379;BK-R89B-58;2;LB;CM;1320,68;True;Black;100;75;2181,56;58;54-58 CM;15,68;4;R;1308,94;H;U;Road-250;Binary Data;Road-250 Black, 58;2
380;BK-R89B-58;2;LB;CM;1554,95;True;Black;100;75;2443,35;58;54-58 CM;15,68;4;R;1466,01;H;U;Road-250;Binary Data;Road-250 Black, 58;2
381;BK-R64Y-38;2;LB;CM;605,65;True;Yellow;100;75;1000,44;38;38-40 CM;17,35;4;R;600,26;M;W;Road-550-W;Binary Data;Road-550-W Yellow, 38;2
382;BK-R64Y-38;2;LB;CM;713,08;True;Yellow;100;75;1120,49;38;38-40 CM;17,35;4;R;672,29;M;W;Road-550-W;Binary Data;Road-550-W Yellow, 38;2
383;BK-R64Y-40;2;LB;CM;605,65;True;Yellow;100;75;1000,44;40;38-40 CM;17,77;4;R;600,26;M;W;Road-550-W;Binary Data;Road-550-W Yellow, 40;2
384;BK-R64Y-40;2;LB;CM;713,08;True;Yellow;100;75;1120,49;40;38-40 CM;17,77;4;R;672,29;M;W;Road-550-W;Binary Data;Road-550-W Yellow, 40;2
385;BK-R64Y-42;2;LB;CM;605,65;True;Yellow;100;75;1000,44;42;42-46 CM;18,13;4;R;600,26;M;W;Road-550-W;Binary Data;Road-550-W Yellow, 42;2
386;BK-R64Y-42;2;LB;CM;713,08;True;Yellow;100;75;1120,49;42;42-46 CM;18,13;4;R;672,29;M;W;Road-550-W;Binary Data;Road-550-W Yellow, 42;2
387;BK-R64Y-44;2;LB;CM;605,65;True;Yellow;100;75;1000,44;44;42-46 CM;18,42;4;R;600,26;M;W;Road-550-W;Binary Data;Road-550-W Yellow, 44;2
388;BK-R64Y-44;2;LB;CM;713,08;True;Yellow;100;75;1120,49;44;42-46 CM;18,42;4;R;672,29;M;W;Road-550-W;Binary Data;Road-550-W Yellow, 44;2
389;BK-R64Y-48;2;LB;CM;605,65;True;Yellow;100;75;1000,44;48;48-52 CM;18,68;4;R;600,26;M;W;Road-550-W;Binary Data;Road-550-W Yellow, 48;2
390;BK-R64Y-48;2;LB;CM;713,08;True;Yellow;100;75;1120,49;48;48-52 CM;18,68;4;R;672,29;M;W;Road-550-W;Binary Data;Road-550-W Yellow, 48;2
580;BK-R79Y-40;2;LB;CM;1082,51;True;Yellow;100;75;1700,99;40;38-40 CM;15,35;4;R;1020,59;M;W;Road-350-W;Binary Data;Road-350-W Yellow, 40;1
581;BK-R79Y-42;2;LB;CM;1082,51;True;Yellow;100;75;1700,99;42;42-46 CM;15,77;4;R;1020,59;M;W;Road-350-W;Binary Data;Road-350-W Yellow, 42;1
582;BK-R79Y-44;2;LB;CM;1082,51;True;Yellow;100;75;1700,99;44;42-46 CM;16,13;4;R;1020,59;M;W;Road-350-W;Binary Data;Road-350-W Yellow, 44;1
583;BK-R79Y-48;2;LB;CM;1082,51;True;Yellow;100;75;1700,99;48;48-52 CM;16,42;4;R;1020,59;M;W;Road-350-W;Binary Data;Road-350-W Yellow, 48;1
584;BK-R19B-58;2;LB;CM;343,65;True;Black;100;75;539,99;58;54-58 CM;20,79;4;R;323,99;L;U;Road-750;Binary Data;Road-750 Black, 58;2
604;BK-R19B-44;2;LB;CM;343,65;True;Black;100;75;539,99;44;42-46 CM;19,77;4;R;323,99;L;U;Road-750;Binary Data;Road-750 Black, 44;2
605;BK-R19B-48;2;LB;CM;343,65;True;Black;100;75;539,99;48;48-52 CM;20,13;4;R;323,99;L;U;Road-750;Binary Data;Road-750 Black, 48;2
606;BK-R19B-52;2;LB;CM;343,65;True;Black;100;75;539,99;52;48-52 CM;20,42;4;R;323,99;L;U;Road-750;Binary Data;Road-750 Black, 52;2
598;BK-M18B-44;1;LB;CM;294,58;True;Black;100;75;539,99;44;42-46 CM;28,13;4;M;323,99;L;U;Mountain-500;Binary Data;Mountain-500 Black, 44;1
599;BK-M18B-48;1;LB;CM;294,58;True;Black;100;75;539,99;48;48-52 CM;28,42;4;M;323,99;L;U;Mountain-500;Binary Data;Mountain-500 Black, 48;1
288;FR-M94S-42;12;LB;CM;623,84;True;Silver;500;375;1204,32;42;42-46 CM;2,72;1;M;722,59;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Silver, 42;0
289;FR-M94S-42;12;LB;CM;660,91;True;Silver;500;375;1240,45;42;42-46 CM;2,72;1;M;744,27;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Silver, 42;0
290;FR-M94S-42;12;LB;CM;747,2;True;Silver;500;375;1364,5;42;42-46 CM;2,72;1;M;818,7;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Silver, 42;0
291;FR-M94S-44;12;LB;CM;706,81;True;Silver;500;375;1364,5;44;42-46 CM;2,76;1;M;818,7;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Silver, 44;0
292;FR-M94S-52;12;LB;CM;706,81;True;Silver;500;375;1364,5;48;48-52 CM;2,8;1;M;818,7;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Silver, 48;0
293;FR-M94S-46;12;LB;CM;623,84;True;Silver;500;375;1204,32;46;42-46 CM;2,84;1;M;722,59;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Silver, 46;0
294;FR-M94S-46;12;LB;CM;660,91;True;Silver;500;375;1240,45;46;42-46 CM;2,84;1;M;744,27;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Silver, 46;0
295;FR-M94S-46;12;LB;CM;747,2;True;Silver;500;375;1364,5;46;42-46 CM;2,84;1;M;818,7;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Silver, 46;0
296;FR-M94B-42;12;LB;CM;617,03;True;Black;500;375;1191,17;42;42-46 CM;2,72;1;M;714,7;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Black, 42;0
297;FR-M94B-42;12;LB;CM;653,7;True;Black;500;375;1226,91;42;42-46 CM;2,72;1;M;736,15;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Black, 42;0
298;FR-M94B-42;12;LB;CM;739,04;True;Black;500;375;1349,6;42;42-46 CM;2,72;1;M;809,76;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Black, 42;0
299;FR-M94B-44;12;LB;CM;699,09;True;Black;500;375;1349,6;44;42-46 CM;2,76;1;M;809,76;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Black, 44;0
300;FR-M94B-48;12;LB;CM;699,09;True;Black;500;375;1349,6;48;48-52 CM;2,8;1;M;809,76;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Black, 48;0
301;FR-M94B-46;12;LB;CM;617,03;True;Black;500;375;1191,17;46;42-46 CM;2,84;1;M;714,7;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Black, 46;0
302;FR-M94B-46;12;LB;CM;653,7;True;Black;500;375;1226,91;46;42-46 CM;2,84;1;M;736,15;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Black, 46;0
303;FR-M94B-46;12;LB;CM;739,04;True;Black;500;375;1349,6;46;42-46 CM;2,84;1;M;809,76;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Black, 46;0
304;FR-M94B-38;12;LB;CM;617,03;True;Black;500;375;1191,17;38;38-40 CM;2,68;2;M;714,7;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Black, 38;0
305;FR-M94B-38;12;LB;CM;653,7;True;Black;500;375;1226,91;38;38-40 CM;2,68;2;M;736,15;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Black, 38;0
306;FR-M94B-38;12;LB;CM;739,04;True;Black;500;375;1349,6;38;38-40 CM;2,68;2;M;809,76;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Black, 38;0
307;FR-M94S-38;12;LB;CM;623,84;True;Silver;500;375;1204,32;38;38-40 CM;2,68;2;M;722,59;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Silver, 38;0
308;FR-M94S-38;12;LB;CM;660,91;True;Silver;500;375;1240,45;38;38-40 CM;2,68;2;M;744,27;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Silver, 38;0
309;FR-M94S-38;12;LB;CM;747,2;True;Silver;500;375;1364,5;38;38-40 CM;2,68;2;M;818,7;H;U;HL Mountain Frame;Binary Data;HL Mountain Frame - Silver, 38;0
345;BK-M82S-42;1;LB;CM;1912,15;True;Silver;100;75;3399,99;42;42-46 CM;20,77;4;M;2039,99;H;U;Mountain-100;Binary Data;Mountain-100 Silver, 42;0
346;BK-M82S-44;1;LB;CM;1912,15;True;Silver;100;75;3399,99;44;42-46 CM;21,13;4;M;2039,99;H;U;Mountain-100;Binary Data;Mountain-100 Silver, 44;0
347;BK-M82S-48;1;LB;CM;1912,15;True;Silver;100;75;3399,99;48;48-52 CM;21,42;4;M;2039,99;H;U;Mountain-100;Binary Data;Mountain-100 Silver, 48;0
348;BK-M82B-38;1;LB;CM;1898,09;True;Black;100;75;3374,99;38;38-40 CM;20,35;4;M;2024,99;H;U;Mountain-100;Binary Data;Mountain-100 Black, 38;0
349;BK-M82B-42;1;LB;CM;1898,09;True;Black;100;75;3374,99;42;42-46 CM;20,77;4;M;2024,99;H;U;Mountain-100;Binary Data;Mountain-100 Black, 42;0
364;BK-M47B-38;1;LB;CM;598,44;True;Black;100;75;1079,99;38;38-40 CM;25,35;4;M;647,99;M;U;Mountain-300;Binary Data;Mountain-300 Black, 38;0
365;BK-M47B-40;1;LB;CM;598,44;True;Black;100;75;1079,99;40;38-40 CM;25,77;4;M;647,99;M;U;Mountain-300;Binary Data;Mountain-300 Black, 40;0
366;BK-M47B-44;1;LB;CM;598,44;True;Black;100;75;1079,99;44;42-46 CM;26,13;4;M;647,99;M;U;Mountain-300;Binary Data;Mountain-300 Black, 44;0
367;BK-M47B-48;1;LB;CM;598,44;True;Black;100;75;1079,99;48;48-52 CM;26,42;4;M;647,99;M;U;Mountain-300;Binary Data;Mountain-300 Black, 48;0
413;FW-R623;17;G;;37,99;True;Black;500;375;85,57;;NA;900;1;R;51,34;L;;LL Road Front Wheel;Binary Data;LL Road Front Wheel;0
414;FW-R762;17;G;;110,28;True;Black;500;375;248,39;;NA;850;1;R;149,03;M;;ML Road Front Wheel;Binary Data;ML Road Front Wheel;0
415;FW-R820;17;G;;146,55;True;Black;500;375;330,06;;NA;650;1;R;198,04;H;;HL Road Front Wheel;Binary Data;HL Road Front Wheel;0
422;RW-R623;17;G;;49,98;True;Black;500;375;112,57;;NA;1050;1;R;67,54;L;;LL Road Rear Wheel;Binary Data;LL Road Rear Wheel;0
423;RW-R762;17;G;;122,27;True;Black;500;375;275,39;;NA;1000;1;R;165,23;M;;ML Road Rear Wheel;Binary Data;ML Road Rear Wheel;0
424;RW-R820;17;G;;158,53;True;Black;500;375;357,06;;NA;890;1;R;214,24;H;;HL Road Rear Wheel;Binary Data;HL Road Rear Wheel;0
493;FR-T67Y-62;16;LB;CM;199,85;True;Yellow;500;375;333,42;62;60-62 CM;3,2;1;T;200,05;L;U;LL Touring Frame;Binary Data;LL Touring Frame - Yellow, 62;0
501;RD-2308;9;G;;53,93;True;Silver;500;375;121,46;;NA;215;1;;72,88;;;Rear Derailleur;Binary Data;Rear Derailleur;0
506;FR-T67Y-44;16;LB;CM;199,85;True;Yellow;500;375;333,42;44;42-46 CM;3,02;1;T;200,05;L;U;LL Touring Frame;Binary Data;LL Touring Frame - Yellow, 44;0
507;FR-T67Y-50;16;LB;CM;199,85;True;Yellow;500;375;333,42;50;48-52 CM;3,1;1;T;200,05;L;U;LL Touring Frame;Binary Data;LL Touring Frame - Yellow, 50;0
508;FR-T67Y-54;16;LB;CM;199,85;True;Yellow;500;375;333,42;54;54-58 CM;3,14;1;T;200,05;L;U;LL Touring Frame;Binary Data;LL Touring Frame - Yellow, 54;0
509;FR-T67Y-58;16;LB;CM;199,85;True;Yellow;500;375;333,42;58;54-58 CM;3,16;1;T;200,05;L;U;LL Touring Frame;Binary Data;LL Touring Frame - Yellow, 58;0
542;PD-M282;13;G;;17,98;True;Silver/Black;500;375;40,49;;NA;218;1;M;24,29;L;;LL Mountain Pedal;Binary Data;LL Mountain Pedal;0
543;PD-M340;13;G;;27,57;True;Silver/Black;500;375;62,09;;NA;215;1;M;37,25;M;;ML Mountain Pedal;Binary Data;ML Mountain Pedal;0
544;PD-M562;13;G;;35,96;True;Silver/Black;500;375;80,99;;NA;185;1;M;48,59;H;;HL Mountain Pedal;Binary Data;HL Mountain Pedal;0
545;PD-R347;13;G;;17,98;True;Silver/Black;500;375;40,49;;NA;189;1;R;24,29;L;;LL Road Pedal;Binary Data;LL Road Pedal;0
546;PD-R563;13;G;;27,57;True;Silver/Black;500;375;62,09;;NA;168;1;R;37,25;M;;ML Road Pedal;Binary Data;ML Road Pedal;0
547;PD-R853;13;G;;35,96;True;Silver/Black;500;375;80,99;;NA;149;1;R;48,59;H;;HL Road Pedal;Binary Data;HL Road Pedal;0
570;BK-T18Y-54;3;LB;CM;461,44;True;Yellow;100;75;742,35;54;54-58 CM;29,42;4;T;445,41;L;U;Touring-3000;Binary Data;Touring-3000 Yellow, 54;0
571;BK-T18Y-58;3;LB;CM;461,44;True;Yellow;100;75;742,35;58;54-58 CM;29,79;4;T;445,41;L;U;Touring-3000;Binary Data;Touring-3000 Yellow, 58;0
572;BK-T18Y-62;3;LB;CM;461,44;True;Yellow;100;75;742,35;62;60-62 CM;30;4;T;445,41;L;U;Touring-3000;Binary Data;Touring-3000 Yellow, 62;0
586;BK-T18U-50;3;LB;CM;461,44;True;Blue;100;75;742,35;50;48-52 CM;29,13;4;T;445,41;L;U;Touring-3000;Binary Data;Touring-3000 Blue, 50;0
315;BK-R68R-58;2;LB;CM;884,71;True;Red;100;75;1457,99;58;54-58 CM;17,79;4;R;874,79;M;U;Road-450;Binary Data;Road-450 Red, 58;0
316;BK-R68R-60;2;LB;CM;884,71;True;Red;100;75;1457,99;60;60-62 CM;17,9;4;R;874,79;M;U;Road-450;Binary Data;Road-450 Red, 60;0
317;BK-R68R-44;2;LB;CM;884,71;True;Red;100;75;1457,99;44;42-46 CM;16,77;4;R;874,79;M;U;Road-450;Binary Data;Road-450 Red, 44;0
318;BK-R68R-48;2;LB;CM;884,71;True;Red;100;75;1457,99;48;48-52 CM;17,13;4;R;874,79;M;U;Road-450;Binary Data;Road-450 Red, 48;0
319;BK-R68R-52;2;LB;CM;884,71;True;Red;100;75;1457,99;52;48-52 CM;17,42;4;R;874,79;M;U;Road-450;Binary Data;Road-450 Red, 52;0
409;FR-M63B-38;12;LB;CM;185,82;True;Black;500;375;348,76;38;38-40 CM;2,73;2;M;209,26;M;U;ML Mountain Frame-W;Binary Data;ML Mountain Frame - Black, 38;0
426;FR-M63B-40;12;LB;CM;185,82;True;Black;500;375;348,76;40;38-40 CM;2,77;1;M;209,26;M;U;ML Mountain Frame;Binary Data;ML Mountain Frame - Black, 40;0
427;FR-M63B-44;12;LB;CM;185,82;True;Black;500;375;348,76;44;42-46 CM;2,81;1;M;209,26;M;U;ML Mountain Frame;Binary Data;ML Mountain Frame - Black, 44;0
428;FR-M63B-48;12;LB;CM;185,82;True;Black;500;375;348,76;48;48-52 CM;2,85;1;M;209,26;M;U;ML Mountain Frame;Binary Data;ML Mountain Frame - Black, 48;0
492;FR-T98Y-60;16;LB;CM;601,74;True;Yellow;500;375;1003,91;60;60-62 CM;3,08;1;T;602,35;H;U;HL Touring Frame;Binary Data;HL Touring Frame - Yellow, 60;0
494;FR-T98Y-46;16;LB;CM;601,74;True;Yellow;500;375;1003,91;46;42-46 CM;2,96;1;T;602,35;H;U;HL Touring Frame;Binary Data;HL Touring Frame - Yellow, 46;0
495;FR-T98Y-50;16;LB;CM;601,74;True;Yellow;500;375;1003,91;50;48-52 CM;3;1;T;602,35;H;U;HL Touring Frame;Binary Data;HL Touring Frame - Yellow, 50;0
496;FR-T98Y-54;16;LB;CM;601,74;True;Yellow;500;375;1003,91;54;54-58 CM;3,04;1;T;602,35;H;U;HL Touring Frame;Binary Data;HL Touring Frame - Yellow, 54;0
497;FR-T98U-46;16;LB;CM;601,74;True;Blue;500;375;1003,91;46;42-46 CM;2,96;1;T;602,35;H;U;HL Touring Frame;Binary Data;HL Touring Frame - Blue, 46;0
498;FR-T98U-50;16;LB;CM;601,74;True;Blue;500;375;1003,91;50;48-52 CM;3;1;T;602,35;H;U;HL Touring Frame;Binary Data;HL Touring Frame - Blue, 50;0
499;FR-T98U-54;16;LB;CM;601,74;True;Blue;500;375;1003,91;54;54-58 CM;3,04;1;T;602,35;H;U;HL Touring Frame;Binary Data;HL Touring Frame - Blue, 54;0
500;FR-T98U-60;16;LB;CM;601,74;True;Blue;500;375;1003,91;60;60-62 CM;3,08;1;T;602,35;H;U;HL Touring Frame;Binary Data;HL Touring Frame - Blue, 60;0
502;FR-T67U-50;16;LB;CM;199,85;True;Blue;500;375;333,42;50;48-52 CM;3,1;1;T;200,05;L;U;LL Touring Frame;Binary Data;LL Touring Frame - Blue, 50;0
503;FR-T67U-54;16;LB;CM;199,85;True;Blue;500;375;333,42;54;54-58 CM;3,14;1;T;200,05;L;U;LL Touring Frame;Binary Data;LL Touring Frame - Blue, 54;0
504;FR-T67U-58;16;LB;CM;199,85;True;Blue;500;375;333,42;58;54-58 CM;3,16;1;T;200,05;L;U;LL Touring Frame;Binary Data;LL Touring Frame - Blue, 58;0
505;FR-T67U-62;16;LB;CM;199,85;True;Blue;500;375;333,42;62;60-62 CM;3,2;1;T;200,05;L;U;LL Touring Frame;Binary Data;LL Touring Frame - Blue, 62;0
510;FR-T67U-44;16;LB;CM;199,85;True;Blue;500;375;333,42;44;42-46 CM;3,02;1;T;200,05;L;U;LL Touring Frame;Binary Data;LL Touring Frame - Blue, 44;0
511;FR-M63S-40;12;LB;CM;199,38;True;Silver;500;375;364,09;40;38-40 CM;2,77;1;M;218,45;M;W;ML Mountain Frame-W;Binary Data;ML Mountain Frame-W - Silver, 40;0
512;FR-M63S-42;12;LB;CM;199,38;True;Silver;500;375;364,09;42;42-46 CM;2,81;1;M;218,45;M;W;ML Mountain Frame-W;Binary Data;ML Mountain Frame-W - Silver, 42;0
513;FR-M63S-46;12;LB;CM;199,38;True;Silver;500;375;364,09;46;42-46 CM;2,85;1;M;218,45;M;W;ML Mountain Frame-W;Binary Data;ML Mountain Frame-W - Silver, 46;0
514;RB-9231;6;G;;47,29;True;Silver;500;375;106,5;;NA;317;1;;63,9;;;Rear Brakes;Binary Data;Rear Brakes;0
524;FR-M21S-42;12;LB;CM;144,59;True;Silver;500;375;264,05;42;42-46 CM;2,92;1;M;158,43;L;U;LL Mountain Frame;Binary Data;LL Mountain Frame - Silver, 42;0
525;FR-M21S-44;12;LB;CM;144,59;True;Silver;500;375;264,05;44;42-46 CM;2,96;1;M;158,43;L;U;LL Mountain Frame;Binary Data;LL Mountain Frame - Silver, 44;0
526;FR-M21S-48;12;LB;CM;144,59;True;Silver;500;375;264,05;48;48-52 CM;3;1;M;158,43;L;U;LL Mountain Frame;Binary Data;LL Mountain Frame - Silver, 48;0
527;FR-M21S-52;12;LB;CM;144,59;True;Silver;500;375;264,05;52;48-52 CM;3,04;1;M;158,43;L;U;LL Mountain Frame;Binary Data;LL Mountain Frame - Silver, 52;0
531;FR-M21B-42;12;LB;CM;136,79;True;Black;500;375;249,79;42;42-46 CM;2,92;1;M;149,87;L;U;LL Mountain Frame;Binary Data;LL Mountain Frame - Black, 42;0
532;FR-M21B-44;12;LB;CM;136,79;True;Black;500;375;249,79;44;42-46 CM;2,96;1;M;149,87;L;U;LL Mountain Frame;Binary Data;LL Mountain Frame - Black, 44;0
533;FR-M21B-48;12;LB;CM;136,79;True;Black;500;375;249,79;48;48-52 CM;3;1;M;149,87;L;U;LL Mountain Frame;Binary Data;LL Mountain Frame - Black, 48;0
534;FR-M21B-52;12;LB;CM;136,79;True;Black;500;375;249,79;52;48-52 CM;3,04;1;M;149,87;L;U;LL Mountain Frame;Binary Data;LL Mountain Frame - Black, 52;0
549;FR-M63S-38;12;LB;CM;199,38;True;Silver;500;375;364,09;38;38-40 CM;2,73;2;M;218,45;M;W;ML Mountain Frame-W;Binary Data;ML Mountain Frame-W - Silver, 38;0
550;FR-M21B-40;12;LB;CM;136,79;True;Black;500;375;249,79;40;38-40 CM;2,88;2;M;149,87;L;U;LL Mountain Frame;Binary Data;LL Mountain Frame - Black, 40;0
551;FR-M21S-40;12;LB;CM;144,59;True;Silver;500;375;264,05;40;38-40 CM;2,88;2;M;158,43;L;U;LL Mountain Frame;Binary Data;LL Mountain Frame - Silver, 40;0
552;FD-2342;9;G;;40,62;True;Silver;500;375;91,49;;NA;88;1;;54,89;;;Front Derailleur;Binary Data;Front Derailleur;0
555;FB-9873;6;G;;47,29;True;Silver;500;375;106,5;;NA;317;1;;63,9;;;Front Brakes;Binary Data;Front Brakes;0
556;CS-4759;8;G;;77,92;True;Black;500;375;175,49;;NA;600;1;;105,29;L;;LL Crankset;Binary Data;LL Crankset;0
557;CS-6583;8;G;;113,88;True;Black;500;375;256,49;;NA;635;1;;153,89;M;;ML Crankset;Binary Data;ML Crankset;0
558;CS-9183;8;G;;179,82;True;Black;500;375;404,99;;NA;575;1;;242,99;H;;HL Crankset;Binary Data;HL Crankset;0
591;BK-M18S-40;1;LB;CM;308,22;True;Silver;100;75;564,99;40;38-40 CM;27,35;4;M;338,99;L;U;Mountain-500;Binary Data;Mountain-500 Silver, 40;0
592;BK-M18S-42;1;LB;CM;308,22;True;Silver;100;75;564,99;42;42-46 CM;27,77;4;M;338,99;L;U;Mountain-500;Binary Data;Mountain-500 Silver, 42;0
593;BK-M18S-44;1;LB;CM;308,22;True;Silver;100;75;564,99;44;42-46 CM;28,13;4;M;338,99;L;U;Mountain-500;Binary Data;Mountain-500 Silver, 44;0
594;BK-M18S-48;1;LB;CM;308,22;True;Silver;100;75;564,99;48;48-52 CM;28,42;4;M;338,99;L;U;Mountain-500;Binary Data;Mountain-500 Silver, 48;0
595;BK-M18S-52;1;LB;CM;308,22;True;Silver;100;75;564,99;52;48-52 CM;28,68;4;M;338,99;L;U;Mountain-500;Binary Data;Mountain-500 Silver, 52;0
